,Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL,Weekly,Video_id,publishedAt,Classification
24,25,24.0,Proteção de Tela (Live),Tarcísio do Acordeon,33,4559415,10.3%,https://www.youtube.com/watch?v=edjih_b_NBQ,2022-02-17,edjih_b_NBQ,2021-07-02 15:00:14,Frontline
25,26,,Tuf Tuf Pof Pof,"Mc Reino, DJ Malicia, Mc Babu, MC PR & --",1,4526794,,https://www.youtube.com/watch?v=ulY5kBy2exo,2022-02-17,ulY5kBy2exo,2022-02-04 21:48:02,Frontline
26,27,49.0,Arranhão (Ao Vivo),Henrique & Juliano,28,4503976,46.1%,https://www.youtube.com/watch?v=2_xBCeBmaS8,2022-02-17,2_xBCeBmaS8,2021-08-06 15:00:11,Frontline
27,28,21.0,Me Sinto Abençoado (feat. Ajaxx),Mc Poze do Rodo,11,4242041,-7.3%,https://www.youtube.com/watch?v=BKDz5kNjkfU,2022-02-17,BKDz5kNjkfU,2021-12-07 17:00:08,Frontline
28,29,,É Só Blusão da Ecko e Boné da Lacoste Vs Putaria (feat. Mc Denny) (feat. MC Denny),DJ TK,1,4132850,,https://www.youtube.com/watch?v=5qHJ6bSyPKY,2022-02-17,5qHJ6bSyPKY,2022-03-18 16:00:50,Frontline
29,30,22.0,"Tchau Obrigado (feat. Mc Kadu, MC GP & Mc Kanhoto)","MC Ryan SP, Mc Paiva ZS & Mc IG",7,3940061,-11.6%,https://www.youtube.com/watch?v=c7mbGJvX6t4,2022-02-17,c7mbGJvX6t4,2022-01-20 21:25:46,Frontline
30,31,23.0,Todo Mundo Menos Você,Marília Mendonça & Maiara & Maraisa,21,3925157,-10.2%,https://www.youtube.com/watch?v=UDVr3ab3NVM,2022-02-17,UDVr3ab3NVM,2021-09-23 23:00:11,Frontline
31,32,26.0,Não Vou Te Bloquear (Ao Vivo),"MC Don Juan, Tarcísio do Acordeon & DG e Batidão Stronda",8,3769270,-7.3%,https://www.youtube.com/watch?v=6lsOfEHb4C4,2022-02-17,6lsOfEHb4C4,2021-11-08 15:00:12,Frontline
32,33,25.0,Esqueça-Me Se For Capaz,Marília Mendonça & Maiara & Maraisa,18,3722797,-9.1%,https://www.youtube.com/watch?v=I8va_ChEIAI,2022-02-17,I8va_ChEIAI,2021-10-15 23:00:12,Frontline
33,34,97.0,DANÇARINA (Remix),PEDRO SAMPAIO & MC Pedrinho,2,3703451,141.5%,https://www.youtube.com/watch?v=I_gwjhvXxzM,2022-02-17,I_gwjhvXxzM,2022-02-23 15:00:41,Frontline
34,35,28.0,Estrelinha (feat. Marília Mendonça),Di Paullo & Paulino,18,3645572,-4.1%,https://www.youtube.com/watch?v=88_jnJP0OtA,2022-02-17,88_jnJP0OtA,2018-02-16 15:57:02,Catálogo
35,36,36.0,Anota Aí,Mc Lipi ,9,3610569,1.7%,https://www.youtube.com/watch?v=OXFN3ZMgaVk,2022-02-17,OXFN3ZMgaVk,2021-12-15 10:09:39,Frontline
36,37,42.0,Molhando O Volante (Live),Jorge & Mateus,10,3564107,6.5%,https://www.youtube.com/watch?v=_SjTFD9qVuE,2022-02-17,_SjTFD9qVuE,2021-12-10 13:56:49,Frontline
37,38,63.0,Ela e Ela,Zé Neto & Cristiano,22,3494090,45.2%,https://www.youtube.com/watch?v=jyFqlWOVOC0,2022-02-17,jyFqlWOVOC0,2021-08-27 15:00:11,Frontline
38,39,27.0,A Cara do Crime 2 (Cansou de Playboy),"Mc Poze do Rodo, Bielzin, Xamã & MC Cabelinho",5,3490792,-13.3%,https://www.youtube.com/watch?v=PJqHlzBiZ0A,2022-02-17,PJqHlzBiZ0A,2022-01-19 22:00:32,Frontline
39,40,31.0,A Cara do Crime (Nós Incomoda),"Mc Poze do Rodo, Bielzin, Mainstreet, MC Cabelinho, PL Quest & Neo Beats",38,3394550,-9.2%,https://www.youtube.com/watch?v=2PRAiVs3MVc,2022-02-17,2PRAiVs3MVc,2021-05-27 17:00:11,Frontline
40,41,34.0,Revoada No Colchão,Zé Felipe & Marcynho Sensação,23,3379366,-7.3%,https://www.youtube.com/watch?v=0jnZreO4Dvs,2022-02-17,0jnZreO4Dvs,2021-09-17 15:00:10,Frontline
41,42,33.0,Baby Me Atende,Matheus Fernandes & Dilsinho,47,3378154,-7.8%,https://www.youtube.com/watch?v=qMEsx__88Gk,2022-02-17,qMEsx__88Gk,2021-02-26 14:00:18,Frontline
42,43,60.0,Coração Cachorro (Late Coração),Ávine Vinny & Matheus Fernandes,21,3342737,30.7%,https://www.youtube.com/watch?v=pGttcnBBzW4,2022-02-17,pGttcnBBzW4,2021-09-10 21:15:11,Frontline
43,44,41.0,Ficha Limpa (Ao Vivo),Gusttavo Lima,36,3273515,-2.4%,https://www.youtube.com/watch?v=_7DKuv_xsuY,2022-02-17,_7DKuv_xsuY,2021-06-11 14:00:02,Frontline
44,45,50.0,Alívio,Jessé Aguiar,39,3250629,6%,https://www.youtube.com/watch?v=JgLFoArntlI,2022-02-17,JgLFoArntlI,2021-03-26 15:00:17,Frontline
45,46,39.0,A QUEDA,Gloria Groove,18,3227404,-7.5%,https://www.youtube.com/watch?v=BpxrvcYDnf4,2022-02-17,BpxrvcYDnf4,2021-10-15 14:00:04,Frontline
46,47,,Desbloqueado (Ao Vivo),Diego & Victor Hugo,25,3220150,,https://www.youtube.com/watch?v=eJO62WkGzcU,2022-02-17,eJO62WkGzcU,2021-05-14 13:51:18,Frontline
47,48,40.0,Seu Perfil (Ao Vivo),Henrique & Juliano,3,3169170,-7.7%,https://www.youtube.com/watch?v=KvAagUxO3OY,2022-02-17,KvAagUxO3OY,2022-01-28 15:00:08,Frontline
48,49,45.0,ANACONDA *o* ~~~,Luísa Sonza & Mariah Angeliq ,10,3149643,-5%,https://www.youtube.com/watch?v=iLTR0UyG2Yo,2022-02-17,iLTR0UyG2Yo,2021-12-09 14:00:09,Frontline
49,50,38.0,Terra Prometida (feat. Mainstreet),"Oruam, Zack Vox & Marcin",4,3055891,-12.9%,https://www.youtube.com/watch?v=yvHbajFWOQE,2022-02-17,yvHbajFWOQE,2022-01-26 18:00:12,Frontline
50,51,20.0,ERMINIO FÉLIX 2022 - MALVADÃO 3 - VERSÃO BREGADEIRA - CARNAVAL - PAREDÃO,Mc Reizin,6,3020732,-34.2%,https://www.youtube.com/watch?v=fo2iXmnmx0w,2022-02-17,fo2iXmnmx0w,2022-01-09 00:40:17,Frontline
51,52,44.0,Novinha Malada do Insta,Mc Josh,5,2935450,-11.9%,https://www.youtube.com/watch?v=yscpKRgaQdE,2022-02-17,yscpKRgaQdE,2021-09-09 15:00:13,Frontline
52,53,48.0,Coração Gelado 3,"MC Ryan SP, MC Letto, Mc IG, MC Joãozinho VT, DJ BOY, Mc Kako, MC Leozinho ZS & MC V7",9,2922762,-5.6%,https://www.youtube.com/watch?v=2PkxaVyVLpE,2022-02-17,2PkxaVyVLpE,2021-12-17 21:00:12,Frontline
53,54,52.0,LEILÃO,Gloria Groove,12,2826187,-7.5%,https://www.youtube.com/watch?v=X7cz9v6mHzg,2022-02-17,X7cz9v6mHzg,2021-11-26 14:00:23,Frontline
54,55,29.0,ABALO EMOCIONAL (Ao Vivo),Luan Santana,2,2805545,-25.6%,https://www.youtube.com/watch?v=cPGKKktrObc,2022-02-17,cPGKKktrObc,2022-02-04 15:00:13,Frontline
55,56,54.0,ESSE É LADRÃO,DJ BRUNIN DA NT & MC Topre,4,2753788,-8.1%,https://www.youtube.com/watch?v=4Y7c0DIdG3A,2022-02-17,4Y7c0DIdG3A,2022-02-05 15:00:10,Frontline
56,57,30.0,Amava Nada (Ao Vivo),Lucas Lucco & Marília Mendonça,2,2753476,-26.6%,https://www.youtube.com/watch?v=4FaHeREoRUc,2022-02-17,4FaHeREoRUc,2022-02-04 15:00:05,Frontline
57,58,57.0,ONDA DO BERIMBAU,dj eduardo da favela do pó & MC Menor MT,8,2721997,-3.5%,https://www.youtube.com/watch?v=uiF6lbyVS-4,2022-02-17,uiF6lbyVS-4,2022-01-18 21:00:32,Frontline
58,59,58.0,ESSÊNCIA DE CRIA (feat. Neo Beats),"MC Cabelinho, Bielzin, Mc Poze do Rodo & Tz da Coronel",9,2576698,-5.3%,https://www.youtube.com/watch?v=hyDElqwFnYI,2022-02-17,hyDElqwFnYI,2021-12-20 22:30:11,Frontline
59,60,43.0,NO CHÃO NOVINHA,Anitta & PEDRO SAMPAIO,10,2573932,-22.8%,https://www.youtube.com/watch?v=ls74YCwYB4k,2022-02-17,ls74YCwYB4k,2021-12-10 15:00:33,Frontline
60,61,51.0,Passando o Rodo (feat. Lara Silva),"POCAH, MC Mirella & Tainá Costa",11,2572271,-15.9%,https://www.youtube.com/watch?v=IEDv84S-gqw,2022-02-17,IEDv84S-gqw,2021-12-04 21:00:03,Frontline
61,62,56.0,Saudade e Solidão (En Vivo),Vitor Fernandes,8,2493633,-11.9%,https://www.youtube.com/watch?v=SNbURUnTYCM,2022-02-17,SNbURUnTYCM,2021-12-23 21:00:12,Frontline
62,63,37.0,Boys Don't Cry,Anitta,3,2410443,-31.9%,https://www.youtube.com/watch?v=PkzJgGZBFDg,2022-02-17,PkzJgGZBFDg,2022-01-28 00:00:23,Frontline
63,64,59.0,Não Sei o Que Lá,Marília Mendonça & Maiara & Maraisa,19,2407720,-7.7%,https://www.youtube.com/watch?v=vMMRpr2PXSw,2022-02-17,vMMRpr2PXSw,2021-09-22 14:00:12,Frontline
64,65,80.0,Putariazinha,Felipe Amorim,21,2312466,25.1%,https://www.youtube.com/watch?v=_30UknzUmcw,2022-02-17,_30UknzUmcw,2021-09-03 15:00:11,Frontline
65,66,72.0,Formosa,Kaio Viana & MC CJ,9,2258734,6.3%,https://www.youtube.com/watch?v=HVSSnhgm8So,2022-02-17,HVSSnhgm8So,2021-11-19 15:00:14,Frontline
66,67,66.0,Motel Afrodite (Live),Marília Mendonça & Maiara & Maraisa,18,2191100,-6.3%,https://www.youtube.com/watch?v=qZxXZ2UpaBs,2022-02-17,qZxXZ2UpaBs,2021-09-21 14:00:10,Frontline
67,68,90.0,Senta Com Amor,Furacão Hit,2,2185188,33.2%,https://www.youtube.com/watch?v=krfwVY9HaDk,2022-02-17,krfwVY9HaDk,2021-11-29 22:57:37,Frontline
68,69,68.0,Acordo (Ao Vivo),Henrique & Juliano,17,2184141,-4.2%,https://www.youtube.com/watch?v=Rr5yQs-s0_0,2022-02-17,Rr5yQs-s0_0,2021-10-22 15:00:11,Frontline
69,70,70.0,"MT Eu Fiquei Com Uma Puta, Uma Puta Vontade VS Beat Serie Gold",Dj menor do sb,5,2180486,0%,https://www.youtube.com/watch?v=UL7-YIS_R4Y,2022-02-17,UL7-YIS_R4Y,2022-03-19 10:07:54,Frontline
70,71,62.0,Quebradas,"MC Paulin da Capital, Mc Lipi , Dj GM & MC Cabelinho",11,2179501,-11.3%,https://www.youtube.com/watch?v=ENHwrVK0wn8,2022-02-17,ENHwrVK0wn8,2021-12-02 21:00:09,Frontline
71,72,,Eu Sei De Cor (Ao Vivo),Marília Mendonça,52,2128825,,https://www.youtube.com/watch?v=2QTCKfVN1ZE,2022-02-17,2QTCKfVN1ZE,2016-08-25 19:00:01,Catálogo
72,73,75.0,Socadona (feat. Mr. Vegas),"Ludmilla, Mariah Angeliq  & Topo La Mascara",3,2125709,4.1%,https://www.youtube.com/watch?v=15wVHmz_Aag,2022-02-17,15wVHmz_Aag,2021-11-20 15:00:25,Frontline
73,74,69.0,Ela me Falou Que Quer Rave,"MC LEVIN, DJ Nikolas Alves Exclusive, Dj Kaioken & Dj Gege",17,2017169,-9.3%,https://www.youtube.com/watch?v=,2022-02-17,,,Catálogo
74,75,,Aquelas Coisas (Ao Vivo),João Gomes & Tarcísio do Acordeon,24,1982108,,https://www.youtube.com/watch?v=mpiX5Szs-Xs,2022-02-17,mpiX5Szs-Xs,2021-07-22 15:00:12,Frontline
75,76,55.0,Enemy (feat. JID),Imagine Dragons,14,1961856,-34.4%,https://www.youtube.com/watch?v=D9G1VOjN_84,2022-02-17,D9G1VOjN_84,2021-10-28 11:00:09,Frontline
76,77,74.0,Sem Dó,Matuê & L7NNON,7,1956605,-6.4%,https://www.youtube.com/watch?v=G-zyOLsfEBQ,2022-02-17,G-zyOLsfEBQ,2021-12-31 00:08:22,Frontline
77,78,76.0,MALDITA PERIGOSA,DJ VILÃO & MC Scar,8,1948478,-2.5%,https://www.youtube.com/watch?v=Amf8JCOKCUA,2022-02-17,Amf8JCOKCUA,2021-12-20 15:00:10,Frontline
78,79,78.0,Chá De Casa Nova (Ao Vivo),Henrique & Juliano,10,1924957,-1.2%,https://www.youtube.com/watch?v=9Et53l5l-FE,2022-02-17,9Et53l5l-FE,2021-12-10 15:00:12,Frontline
79,80,73.0,Uma Ex (Ao Vivo),Murilo Huff & Jorge,17,1857568,-12.3%,https://www.youtube.com/watch?v=veKig4zrOFs,2022-02-17,veKig4zrOFs,2021-02-05 00:00:45,Frontline
80,81,,Melhor Ser Uma Saudade (En Vivo),Zé Neto & Cristiano,2,1829526,,https://www.youtube.com/watch?v=XUbnhFO0bUc,2022-02-17,XUbnhFO0bUc,2022-01-28 14:00:18,Frontline
81,82,81.0,Maldivas,Ludmilla,3,1806316,-1.3%,https://www.youtube.com/watch?v=VsIp4-vnqlw,2022-02-17,VsIp4-vnqlw,2022-01-27 00:00:53,Frontline
82,83,,Ela Não Vai Voltar (Ao Vivo),João Gomes,18,1736196,,https://www.youtube.com/watch?v=b2bHm9vZYpQ,2022-02-17,b2bHm9vZYpQ,2021-09-16 15:00:10,Frontline
83,84,77.0,Passar de Foguetão 2 (Ao vivo),"MC Don Juan, MC Hariel & MC Ryan SP",15,1733270,-12.3%,https://www.youtube.com/watch?v=GBXt9oB407c,2022-02-17,GBXt9oB407c,2021-11-07 22:00:10,Frontline
84,85,,Se Tiver Coragem Joga Fora / Inevitável / Meu Segredo / Não Imploro por Amor / Então Pode Ir (Ao Vivo),Murilo Huff,2,1685121,,https://www.youtube.com/watch?v=jbS0GWNwG00,2022-02-17,jbS0GWNwG00,2021-12-17 13:59:04,Frontline
85,86,88.0,Easy On Me,Adele,11,1672342,0.6%,https://www.youtube.com/watch?v=X-yIEMduRXk,2022-02-17,X-yIEMduRXk,2021-11-19 05:00:21,Frontline
86,87,79.0,Não Me Arranha (Ao Vivo),Gusttavo Lima,19,1645147,-13.3%,https://www.youtube.com/watch?v=CGbvMQ7xDtE,2022-02-17,CGbvMQ7xDtE,2021-10-08 14:00:14,Frontline
87,88,85.0,Numanice Lud Session: Modo Avião / A Tua Voz / 700 Por Hora / Radar / A Música Mais Triste do Ano (Ao vivo),Ludmilla & Gloria Groove,8,1620110,-8.5%,https://www.youtube.com/watch?v=lhDKryCuhhs,2022-02-17,lhDKryCuhhs,2021-12-23 14:00:06,Frontline
88,89,86.0,Fã Clube,Marília Mendonça & Maiara & Maraisa,15,1595155,-6.1%,https://www.youtube.com/watch?v=gwS9nU4Aavw,2022-02-17,gwS9nU4Aavw,2021-11-05 14:00:13,Frontline
89,90,,Incrivel Jogando a Potranca,Mc Gabzin & DJ Swat,1,1583748,,https://www.youtube.com/watch?v=H7Ou8HPU3Ko,2022-02-17,H7Ou8HPU3Ko,2022-01-16 01:00:11,Frontline
90,91,96.0,Universo Conspirou (Ao Vivo),Henrique & Juliano,7,1576011,2.7%,https://www.youtube.com/watch?v=FpsTsW408s4,2022-02-17,FpsTsW408s4,2021-12-10 15:15:12,Frontline
91,92,89.0,Joga na Cara,MC Braz & MC Gabluca,2,1553881,-5.8%,https://www.youtube.com/watch?v=G75DLlt1GuQ,2022-02-17,G75DLlt1GuQ,2021-11-16 15:00:13,Frontline
92,93,,Unstoppable,Sia,3,1547422,,https://www.youtube.com/watch?v=YaEG2aWJnZ8,2022-02-17,YaEG2aWJnZ8,2021-09-27 20:55:30,Frontline
93,94,,Batom de Cereja,Israel & Rodolffo,32,1508386,,https://www.youtube.com/watch?v=3vYeQLJ2as4,2022-02-17,3vYeQLJ2as4,2021-02-05 13:59:05,Frontline
94,95,83.0,Eu Já Tava Bem (Ao Vivo),Wesley Safadão,11,1503461,-17.6%,https://www.youtube.com/watch?v=XpNWBVtXFsI,2022-02-17,XpNWBVtXFsI,2021-12-03 15:00:12,Frontline
95,96,71.0,Hoje Eu Vou Te Usar,Mari Fernandez & Felipe Amorim,2,1500571,-31%,https://www.youtube.com/watch?v=_0bDIQgliHg,2022-02-17,_0bDIQgliHg,2022-02-04 13:59:29,Frontline
96,97,,Mais um Favelado,"Dj GM, Mc Lipi , MC Lele JP, MC Lemos & MC Liro",9,1485009,,https://www.youtube.com/watch?v=txqvRehMqRg,2022-02-17,txqvRehMqRg,2021-10-28 21:00:20,Frontline
97,98,,Rasteira (Ao Vivo),Henrique & Juliano,9,1459300,,https://www.youtube.com/watch?v=lWMTOl1KPbs,2022-02-17,lWMTOl1KPbs,2021-09-17 15:00:12,Frontline
98,99,,Bye Bye (Ao Vivo),Marília Mendonça,26,1453021,,https://www.youtube.com/watch?v=tnfbhjbbmu4,2022-02-17,tnfbhjbbmu4,2018-10-12 14:00:10,Catálogo
99,100,,Sem Filtro,IZA,2,1448890,,https://www.youtube.com/watch?v=fWVTtwI4Rco,2022-02-17,fWVTtwI4Rco,2021-11-19 15:00:04,Frontline
0,1,1.0,Malvada,Zé Felipe,4,16148340,-7.8%,https://www.youtube.com/watch?v=r0mNwyywHIY,2022-02-24,r0mNwyywHIY,2022-01-28 15:00:12,Frontline
1,2,2.0,Malvadão 3,Xamã,10,13071817,-5.5%,https://www.youtube.com/watch?v=i9NOkjmBszo,2022-02-24,i9NOkjmBszo,2021-11-30 15:00:10,Frontline
2,3,5.0,Cê Tá Preparada (Ao Vivo),Tayrone & Marília Mendonça,32,11890274,12.3%,https://www.youtube.com/watch?v=jW7j41mbxXU,2022-02-24,jW7j41mbxXU,2021-07-16 14:03:42,Frontline
3,4,4.0,Depende,Dj Guuga,10,10559126,-8.3%,https://www.youtube.com/watch?v=v9geHIUOxeA,2022-02-24,v9geHIUOxeA,2022-01-21 15:00:38,Frontline
4,5,3.0,Vontade De Morder,Simone & Simaria & Zé Felipe,6,10105835,-13.9%,https://www.youtube.com/watch?v=bgf18kANm_k,2022-02-24,bgf18kANm_k,2022-01-14 14:01:12,Frontline
5,6,34.0,DANÇARINA (Remix),PEDRO SAMPAIO & MC Pedrinho,3,9340223,152.2%,https://www.youtube.com/watch?v=I_gwjhvXxzM,2022-02-24,I_gwjhvXxzM,2022-02-23 15:00:41,Frontline
6,7,10.0,Toma Toma Vapo Vapo,MC Danny & Zé Felipe,15,8768553,9%,https://www.youtube.com/watch?v=ey6H_cBy-OQ,2022-02-24,ey6H_cBy-OQ,2021-11-12 15:00:11,Frontline
7,8,6.0,Botadinha Saliente,MC Rogerinho,3,8396350,-16.8%,https://www.youtube.com/watch?v=kyjtx28z-bE,2022-02-24,kyjtx28z-bE,2022-01-28 15:00:10,Frontline
8,9,8.0,Ameaça,"Paulo Pires, MC Danny & Marcynho Sensação",18,8267873,-8.6%,https://www.youtube.com/watch?v=TNIbXs_iNq8,2022-02-24,TNIbXs_iNq8,2021-10-08 20:57:29,Frontline
9,10,9.0,Mal Feito (Ao Vivo),Hugo & Guilherme & Marília Mendonça,6,8263472,0.4%,https://www.youtube.com/watch?v=kyfXEMqvLgU,2022-02-24,kyfXEMqvLgU,2022-01-14 15:00:10,Frontline
10,11,7.0,Bloqueado (Ao Vivo),Gusttavo Lima,13,7957170,-13.6%,https://www.youtube.com/watch?v=14C28JSO-sg,2022-02-24,14C28JSO-sg,2021-11-26 13:59:45,Frontline
11,12,11.0,212,Chefin & Mainstreet,6,7681590,1.1%,https://www.youtube.com/watch?v=290Q1JFInHE,2022-02-24,290Q1JFInHE,2022-01-14 17:00:44,Frontline
12,13,12.0,Pandora (feat. MC GP & Vulgo FK),Dj Matt D & Menor MC,13,7076388,0.3%,https://www.youtube.com/watch?v=6MNxuMgg58k,2022-02-24,6MNxuMgg58k,2021-11-26 21:00:08,Frontline
13,14,15.0,Vai Lá Em Casa Hoje (Live),George Henrique & Rodrigo & Marília Mendonça,17,6674780,9.4%,https://www.youtube.com/watch?v=r2ma8WPRppk,2022-02-24,r2ma8WPRppk,2021-10-22 13:59:34,Frontline
14,15,16.0,Presepada,Marília Mendonça & Maiara & Maraisa,17,6522494,11.5%,https://www.youtube.com/watch?v=MQv__TADEGM,2022-02-24,MQv__TADEGM,2021-10-22 14:00:14,Frontline
15,16,14.0,Parada Louca,Mari Fernandez & Marcynho Sensação,15,6447524,-0.4%,https://www.youtube.com/watch?v=SvWQZfEWA0s,2022-02-24,SvWQZfEWA0s,2021-11-26 14:00:21,Frontline
16,17,26.0,Tuf Tuf Pof Pof,"Mc Reino, DJ Malicia, Mc Babu, MC PR & --",2,6359313,40.5%,https://www.youtube.com/watch?v=ulY5kBy2exo,2022-02-24,ulY5kBy2exo,2022-02-04 21:48:02,Frontline
17,18,20.0,A Maior Saudade (Ao Vivo),Henrique & Juliano,25,5741038,12.8%,https://www.youtube.com/watch?v=6EGg0_l-edc,2022-02-24,6EGg0_l-edc,2021-09-03 15:00:14,Frontline
18,19,29.0,É Só Blusão da Ecko e Boné da Lacoste Vs Putaria (feat. Mc Denny) (feat. MC Denny),DJ TK,2,5573118,34.8%,https://www.youtube.com/watch?v=5qHJ6bSyPKY,2022-02-24,5qHJ6bSyPKY,2022-03-18 16:00:50,Frontline
19,20,18.0,GALOPA,PEDRO SAMPAIO,21,5383237,3.8%,https://www.youtube.com/watch?v=mo1NcPxKfQU,2022-02-24,mo1NcPxKfQU,2021-09-17 15:00:29,Frontline
20,21,13.0,Cabeça Branca (Live),Tierry,21,5271828,-22.6%,https://www.youtube.com/watch?v=J_jJhHhYW9w,2022-02-24,J_jJhHhYW9w,2021-10-01 15:00:13,Frontline
21,22,25.0,Proteção de Tela (Live),Tarcísio do Acordeon,34,4855586,6.5%,https://www.youtube.com/watch?v=edjih_b_NBQ,2022-02-24,edjih_b_NBQ,2021-07-02 15:00:14,Frontline
22,23,19.0,INVEJOSO,"Distrito 23, Raffé & Chefin",15,4753924,-7.1%,https://www.youtube.com/watch?v=79KWwlhbOD8,2022-02-24,79KWwlhbOD8,2021-10-23 21:00:11,Frontline
23,24,37.0,Molhando O Volante (Live),Jorge & Mateus,11,4330430,21.5%,https://www.youtube.com/watch?v=_SjTFD9qVuE,2022-02-24,_SjTFD9qVuE,2021-12-10 13:56:49,Frontline
24,25,28.0,Me Sinto Abençoado (feat. Ajaxx),Mc Poze do Rodo,12,4222041,-0.5%,https://www.youtube.com/watch?v=BKDz5kNjkfU,2022-02-24,BKDz5kNjkfU,2021-12-07 17:00:08,Frontline
25,26,22.0,Cena de Amor,Brisa Star & Zé Vaqueiro,28,4206425,-12.4%,https://www.youtube.com/watch?v=UI_VjxVrzHY,2022-02-24,UI_VjxVrzHY,2021-07-30 15:00:10,Frontline
26,27,30.0,"Tchau Obrigado (feat. Mc Kadu, MC GP & Mc Kanhoto)","MC Ryan SP, Mc Paiva ZS & Mc IG",8,4162926,5.7%,https://www.youtube.com/watch?v=c7mbGJvX6t4,2022-02-24,c7mbGJvX6t4,2022-01-20 21:25:46,Frontline
27,28,,We Don't Talk About Bruno,"La Gaita, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto - Cast",1,4119028,,https://www.youtube.com/watch?v=bvWRMAU6V-c,2022-02-24,bvWRMAU6V-c,2021-12-29 05:00:27,Frontline
28,29,17.0,VERMELHO,Gloria Groove,2,4024755,-25.4%,https://www.youtube.com/watch?v=p4aPlYN6x1Q,2022-02-24,p4aPlYN6x1Q,2022-02-11 14:00:44,Frontline
29,30,42.0,Baby Me Atende,Matheus Fernandes & Dilsinho,48,3999634,18.4%,https://www.youtube.com/watch?v=qMEsx__88Gk,2022-02-24,qMEsx__88Gk,2021-02-26 14:00:18,Frontline
30,31,27.0,Arranhão (Ao Vivo),Henrique & Juliano,29,3878082,-13.9%,https://www.youtube.com/watch?v=2_xBCeBmaS8,2022-02-24,2_xBCeBmaS8,2021-08-06 15:00:11,Frontline
31,32,23.0,CAFÉ DA MANHÃ ;P,Luísa Sonza & Ludmilla,3,3799977,-20.5%,https://www.youtube.com/watch?v=CJdhWgebwqA,2022-02-24,CJdhWgebwqA,2022-02-09 00:00:10,Frontline
32,33,,Terminei Mal Terminado (Ao Vivo),Henrique & Juliano,1,3684485,,https://www.youtube.com/watch?v=ymFBETNZ8e4,2022-02-24,ymFBETNZ8e4,2022-02-18 15:00:11,Frontline
33,34,36.0,Anota Aí,Mc Lipi ,10,3679728,1.9%,https://www.youtube.com/watch?v=OXFN3ZMgaVk,2022-02-24,OXFN3ZMgaVk,2021-12-15 10:09:39,Frontline
34,35,32.0,Não Vou Te Bloquear (Ao Vivo),"MC Don Juan, Tarcísio do Acordeon & DG e Batidão Stronda",9,3621687,-3.9%,https://www.youtube.com/watch?v=6lsOfEHb4C4,2022-02-24,6lsOfEHb4C4,2021-11-08 15:00:12,Frontline
35,36,41.0,Revoada No Colchão,Zé Felipe & Marcynho Sensação,24,3609893,6.8%,https://www.youtube.com/watch?v=0jnZreO4Dvs,2022-02-24,0jnZreO4Dvs,2021-09-17 15:00:10,Frontline
36,37,35.0,Estrelinha (feat. Marília Mendonça),Di Paullo & Paulino,19,3607768,-1%,https://www.youtube.com/watch?v=88_jnJP0OtA,2022-02-24,88_jnJP0OtA,2018-02-16 15:57:02,Catálogo
37,38,,"Oi, Como Ce Tá？",Vulgo FK,1,3580589,,https://www.youtube.com/watch?v=K4n7zRoKmPc,2022-02-24,K4n7zRoKmPc,2022-02-13 19:50:10,Frontline
38,39,31.0,Todo Mundo Menos Você,Marília Mendonça & Maiara & Maraisa,22,3546627,-9.6%,https://www.youtube.com/watch?v=UDVr3ab3NVM,2022-02-24,UDVr3ab3NVM,2021-09-23 23:00:11,Frontline
39,40,24.0,Idiota (Ao Vivo),Jão,6,3437963,-26.4%,https://www.youtube.com/watch?v=r2gppKSvBLE,2022-02-24,r2gppKSvBLE,2021-10-29 15:00:03,Frontline
40,41,40.0,A Cara do Crime (Nós Incomoda),"Mc Poze do Rodo, Bielzin, Mainstreet, MC Cabelinho, PL Quest & Neo Beats",39,3423418,0.9%,https://www.youtube.com/watch?v=2PRAiVs3MVc,2022-02-24,2PRAiVs3MVc,2021-05-27 17:00:11,Frontline
41,42,21.0,Iphone Branco,Borges & Mainstreet,3,3403938,-31%,https://www.youtube.com/watch?v=xv8NrFQqKJ8,2022-02-24,xv8NrFQqKJ8,2022-02-09 20:30:11,Frontline
42,43,39.0,A Cara do Crime 2 (Cansou de Playboy),"Mc Poze do Rodo, Bielzin, Xamã & MC Cabelinho",6,3341745,-4.3%,https://www.youtube.com/watch?v=PJqHlzBiZ0A,2022-02-24,PJqHlzBiZ0A,2022-01-19 22:00:32,Frontline
43,44,38.0,Ela e Ela,Zé Neto & Cristiano,23,3312619,-5.2%,https://www.youtube.com/watch?v=jyFqlWOVOC0,2022-02-24,jyFqlWOVOC0,2021-08-27 15:00:11,Frontline
44,45,49.0,ANACONDA *o* ~~~,Luísa Sonza & Mariah Angeliq ,11,3305672,5%,https://www.youtube.com/watch?v=iLTR0UyG2Yo,2022-02-24,iLTR0UyG2Yo,2021-12-09 14:00:09,Frontline
45,46,45.0,Alívio,Jessé Aguiar,40,3304093,1.6%,https://www.youtube.com/watch?v=JgLFoArntlI,2022-02-24,JgLFoArntlI,2021-03-26 15:00:17,Frontline
