,Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL,Weekly,Video_id,publishedAt,Classification
31,32,23.0,Lovezinho (Sexy Version) (Remix),Bella DJ,16,3008380,-22.2%,https://www.youtube.com/watch?v=,2023-06-01,,,Catálogo
32,33,33.0,Pega o Guanabara,Wesley Safadão & Alanzim Coreano,33,2951048,-9.6%,https://www.youtube.com/watch?v=uBc1wkTMywM,2023-06-01,uBc1wkTMywM,2022-09-24 15:00:11,Frontline
33,34,46.0,Pião de Vida Louca,Japãozin,6,2932618,1.2%,https://www.youtube.com/watch?v=sTuP-cnH9_w,2023-06-01,sTuP-cnH9_w,2023-04-14 15:00:09,Frontline
34,35,45.0,Felina,WIU & MC Ryan SP,36,2928653,-1.2%,https://www.youtube.com/watch?v=wFBp_PHXrf4,2023-06-01,wFBp_PHXrf4,2022-09-23 00:00:28,Frontline
35,36,,Poesia Acústica #6: Era Uma Vez,"MC Cabelinho, Bob do Contra, Azzy, Filipe Ret, Dudu, Xamã, Orochi, Maquiny & Salve Malak",53,2900915,,https://www.youtube.com/watch?v=jK2k1P56Cno,2023-06-01,jK2k1P56Cno,2018-12-24 22:27:14,Catálogo
36,37,,Poesia Acústica 13,"Chris MC, Salve Malak, Tz da Coronel, MC Cabelinho, Chefin, L7NNON, Luísa Sonza, Oruam, Xamã & N.I.N.A",32,2889261,,https://www.youtube.com/watch?v=69-jnA4QLSM,2023-06-01,69-jnA4QLSM,2022-09-20 16:00:11,Frontline
37,38,34.0,Love Gostosinho (Ao Vivo),NATTAN & Felipe Amorim,21,2875003,-11%,https://www.youtube.com/watch?v=6kiJt7WTTM4,2023-06-01,6kiJt7WTTM4,2022-12-29 14:00:04,Frontline
38,39,36.0,Rancorosa (Ao Vivo),Henrique & Juliano,10,2845426,-9.7%,https://www.youtube.com/watch?v=x9XkXqGDo04,2023-06-01,x9XkXqGDo04,2023-03-21 15:00:09,Frontline
39,40,25.0,Bombonzinho (Ao Vivo),Israel & Rodolffo & Ana Castela,30,2834641,-21.5%,https://www.youtube.com/watch?v=t050lriI0_w,2023-06-01,t050lriI0_w,2022-11-04 15:00:11,Frontline
40,41,43.0,Papin,MC Kevin o Chris & MC Caja,7,2800309,-6%,https://www.youtube.com/watch?v=COhBkRmL2ZM,2023-06-01,COhBkRmL2ZM,2023-04-29 14:00:07,Frontline
41,42,22.0,Vacilão,"Zé Felipe, Igow & Wesley Safadão",11,2728561,-31%,https://www.youtube.com/watch?v=Ve6Am4IOX-Q,2023-06-01,Ve6Am4IOX-Q,2023-03-17 15:00:07,Frontline
42,43,,Sinto sua falta / É natural / Pra você acreditar / Pirata e tesouro (Ao vivo),Ferrugem,54,2720361,,https://www.youtube.com/watch?v=JhXagtxvDKY,2023-06-01,JhXagtxvDKY,2019-07-19 15:00:02,Catálogo
43,44,,Vizão de Cria 2,"Caio Luccas, Dallass, Tz da Coronel, PJ HOUDINI, Thiago Anezzi, NADAMAL, MC Maneirinho & Filipe Ret",27,2687562,,https://www.youtube.com/watch?v=Sau1_hWFHJE,2023-06-01,Sau1_hWFHJE,2022-08-01 15:00:14,Frontline
44,45,35.0,Americana Na Vaquejada,Grandão Vaqueiro & NATTAN,9,2645904,-17.3%,https://www.youtube.com/watch?v=uSHSess_Tpg,2023-06-01,uSHSess_Tpg,2023-04-07 15:09:51,Frontline
45,46,,Na Hora de Amar (Ao Vivo),Gusttavo Lima,38,2605423,,https://www.youtube.com/watch?v=Uo7U7ruedic,2023-06-01,Uo7U7ruedic,2018-12-24 12:43:42,Catálogo
46,47,,Bondade de Deus (Ao Vivo),Isaías Saad,24,2601820,,https://www.youtube.com/watch?v=mZ9yZYo9Mmk,2023-06-01,mZ9yZYo9Mmk,2022-02-21 20:00:11,Frontline
47,48,52.0,Altas Loucurinhas (Uni Duni Tê) (Ao Vivo),Matheus Fernandes,17,2572117,-3.6%,https://www.youtube.com/watch?v=JFf_IKPC6RM,2023-06-01,JFf_IKPC6RM,2023-01-06 14:00:16,Frontline
48,49,62.0,Cadê Seu Namorado Moça?,Nadson O Ferinha,4,2553488,13.8%,https://www.youtube.com/watch?v=,2023-06-01,,,Catálogo
49,50,31.0,DONA DE MIM,Ana Castela,23,2550839,-23.3%,https://www.youtube.com/watch?v=rUW7ev79fTA,2023-06-01,rUW7ev79fTA,2022-12-23 14:00:09,Frontline
50,51,,"Sereia Me Perdoa (feat. Vulgo FK, MC Tuto, MC Joãozinho VT & Mc Kako)","MC Ryan SP, MC Don Juan & Mc IG",1,2536171,,https://www.youtube.com/watch?v=YcPaOASoL0Q,2023-06-01,YcPaOASoL0Q,2023-05-25 21:00:08,Frontline
51,52,40.0,Me Bloqueia (Ao Vivo),Zé Neto & Cristiano,11,2532242,-17.4%,https://www.youtube.com/watch?v=_I6rcvzXUE0,2023-06-01,_I6rcvzXUE0,2023-03-10 15:00:06,Frontline
52,53,44.0,Segredo,"KayBlack, Marquinho No Beat & Wall Hein",6,2497424,-16.1%,https://www.youtube.com/watch?v=jHZkI2Q-NC8,2023-06-01,jHZkI2Q-NC8,2023-03-31 22:00:07,Frontline
53,54,49.0,Aquecimento Senta Senta Suave,MC Kevin o Chris & BUARQUE,12,2491401,-10.7%,https://www.youtube.com/watch?v=IgegJ52oscs,2023-06-01,IgegJ52oscs,2022-11-04 03:00:05,Frontline
54,55,,Por Causa Dele (Ao Vivo),Kellen Byanca & Jessé Aguiar,33,2481454,,https://www.youtube.com/watch?v=MBg5g2g3okU,2023-06-01,MBg5g2g3okU,2022-06-21 14:45:08,Frontline
55,56,56.0,Namorando Ou Não (Ao Vivo) (feat. Luan Santana),Clayton & Romário,10,2427592,-6.5%,https://www.youtube.com/watch?v=_aWNQ6ykQHw,2023-06-01,_aWNQ6ykQHw,2023-03-10 13:31:52,Frontline
56,57,53.0,Saudade da Minha Vida (Ao Vivo),Gusttavo Lima,18,2406336,-9.3%,https://www.youtube.com/watch?v=Jm5MCIVwjas,2023-06-01,Jm5MCIVwjas,2023-01-27 13:59:29,Frontline
57,58,,Caso Indefinido (Ao Vivo),Cristiano Araújo,29,2403536,,https://www.youtube.com/watch?v=YeqgMW1_gA4,2023-06-01,YeqgMW1_gA4,2017-05-25 18:06:09,Catálogo
58,59,,Quarta Cadeira (Ao Vivo) (feat. Jorge & Mateus),Matheus & Kauan,56,2396071,,https://www.youtube.com/watch?v=BEz8l69aI8Y,2023-06-01,BEz8l69aI8Y,2019-04-17 14:00:03,Catálogo
59,60,51.0,Manda um Oi (Ao Vivo),Guilherme & Benuto & Simone Mendes,3,2388345,-12.2%,https://www.youtube.com/watch?v=b3NsZtiiwFg,2023-06-01,b3NsZtiiwFg,2023-05-12 14:59:59,Frontline
60,61,48.0,Duas,Nadson O Ferinha,6,2372194,-15.9%,https://www.youtube.com/watch?v=,2023-06-01,,,Catálogo
61,62,50.0,Mas Existe um Lugar,"Cryzin, Kaio Viana & Noemi Leal",10,2361950,-14.2%,https://www.youtube.com/watch?v=pdMNd_FMzTM,2023-06-01,pdMNd_FMzTM,2023-03-28 21:00:10,Frontline
62,63,75.0,"Banco do Carona (feat. Gabb MC, MC Joãozinho VT, MC Marks, MC Vine7 & MC Robs)","MC Don Juan, Mc Kako & DJ BOY",7,2311923,22.4%,https://www.youtube.com/watch?v=Uxtgz1FU3XA,2023-06-01,Uxtgz1FU3XA,2023-04-14 15:00:10,Frontline
63,64,55.0,Lapada Dela (Ao Vivo),Grupo Menos É Mais & Matheus Fernandes,12,2261550,-13.7%,https://www.youtube.com/watch?v=fd3PJfv7SaY,2023-06-01,fd3PJfv7SaY,2023-01-26 14:00:25,Frontline
64,65,,Sereia,"Orochi, MC Ryan SP, Oruam & Xamã",28,2257802,,https://www.youtube.com/watch?v=24lfgigKHqQ,2023-06-01,24lfgigKHqQ,2022-10-27 22:00:09,Frontline
65,66,61.0,Sem Aliança no Dedo,MC Xenon,16,2251795,-1.6%,https://www.youtube.com/watch?v=eOTJtXleRcE,2023-06-01,eOTJtXleRcE,2023-02-03 03:00:07,Frontline
66,67,90.0,Todavia Me Alegrarei (Ao Vivo),Samuel Messias,16,2250143,38.7%,https://www.youtube.com/watch?v=81GaF34veWA,2023-06-01,81GaF34veWA,2019-12-19 13:00:10,Catálogo
67,68,71.0,De Dentro Pra Fora (Live),Julia Vitória,8,2147139,9.6%,https://www.youtube.com/watch?v=OXBCV5WixCU,2023-06-01,OXBCV5WixCU,2018-12-07 12:58:21,Catálogo
68,69,,Giro Loko,"DJ BOY, MC Joãozinho VT, MC Ryan SP, MC Tuto, Mc Kadu, Mc Kanhoto & MC Magal",30,2125101,,https://www.youtube.com/watch?v=1CIIIv9dfzg,2023-06-01,1CIIIv9dfzg,2022-09-02 15:00:11,Frontline
69,70,47.0,Giro Louco,MC PH & DJ Murillo e LT no Beat,3,2098740,-26.7%,https://www.youtube.com/watch?v=qxpYri5vHU4,2023-06-01,qxpYri5vHU4,2023-05-17 15:00:08,Frontline
70,71,72.0,Jeová Jireh,Aline Barros,6,2030873,4.6%,https://www.youtube.com/watch?v=YyFd_dXy494,2023-06-01,YyFd_dXy494,2021-12-03 15:00:12,Frontline
71,72,,Esperando Você / Mundo Inteiro (Ao Vivo),João Gomes & Yara Tchê,24,2013975,,https://www.youtube.com/watch?v=FQgZAj45ojY,2023-06-01,FQgZAj45ojY,2022-10-06 21:00:11,Frontline
72,73,,Sinônimos,Chitãozinho & Xororó & Zé Ramalho,4,1992687,,https://www.youtube.com/watch?v=URN-Ikkc4CI,2023-06-01,URN-Ikkc4CI,2010-12-01 11:47:15,Catálogo
73,74,,Cuidado,Nadson O Ferinha,1,1988187,,https://www.youtube.com/watch?v=gxEHxtFRTOk,2023-06-01,gxEHxtFRTOk,2023-02-26 15:06:19,Frontline
74,75,37.0,Zona De Perigo,Léo Santana,18,1978711,-37.2%,https://www.youtube.com/watch?v=0cnUcoXllMM,2023-06-01,0cnUcoXllMM,2022-12-19 22:21:35,Frontline
75,76,,Evento Cancelado (Ao Vivo),Henrique & Juliano,29,1966234,,https://www.youtube.com/watch?v=2cdF8Y3J1e4,2023-06-01,2cdF8Y3J1e4,2022-05-20 15:00:09,Frontline
76,77,,Menozin É Abusado,021 Richard & DJ WKILLA,1,1950434,,https://www.youtube.com/watch?v=PfsDYmCRUSo,2023-06-01,PfsDYmCRUSo,2023-05-11 20:30:09,Frontline
77,78,73.0,Migo ou Vida? (feat. MC Ryan SP),"Mc IG, MC PH, DJ Murillo e LT no Beat & Dj Oreia",10,1916194,-1.2%,https://www.youtube.com/watch?v=038emoNRq50,2023-06-01,038emoNRq50,2023-03-09 00:30:07,Frontline
78,79,,Vizão de Cria 3,"Caio Luccas, PJ HOUDINI, Filipe Ret, Anezzi, Dallass, L7NNON, NADAMAL, MC Maneirinho & MC Cabelinho",1,1892243,,https://www.youtube.com/watch?v=q9U-k9rd0EY,2023-06-01,q9U-k9rd0EY,2023-05-25 22:30:08,Frontline
79,80,,Deixaria Tudo (Dejaria Todo) / Programa de Fim de Semana / Ela é Demais (Ao Vivo),Guilherme & Benuto,1,1892038,,https://www.youtube.com/watch?v=1BCVYM2hl0g,2023-06-01,1BCVYM2hl0g,2022-10-28 15:00:45,Frontline
80,81,,"Let's Go 3 (feat. MC Ryan SP, MC Don Juan, MC PH, Mc Luki, Mc Paiva ZS, MC GP & Makalo)","DJ GBR, Mc IG & MC Marks",27,1863663,,https://www.youtube.com/watch?v=sj-pRriVRJI,2023-06-01,sj-pRriVRJI,2022-10-29 21:00:10,Frontline
81,82,54.0,Clickbait,"Veigh, Niink , Bvga Beatz & Supernova Ent",5,1826463,-30.5%,https://www.youtube.com/watch?v=eyb10WuPaME,2023-06-01,eyb10WuPaME,2023-04-28 22:07:11,Frontline
82,83,86.0,Quando Tem Sentimento (Ao Vivo),Mari Fernandez,12,1817849,7.5%,https://www.youtube.com/watch?v=VZ2eUOIgfcs,2023-06-01,VZ2eUOIgfcs,2022-12-15 14:00:27,Frontline
83,84,68.0,Erro Gostoso,Nadson O Ferinha,8,1765934,-11.9%,https://www.youtube.com/watch?v=R2-VRvEpJ84,2023-06-01,R2-VRvEpJ84,2023-03-15 16:53:20,Frontline
84,85,67.0,Mágica,Hugo & Guilherme,9,1760762,-13.6%,https://www.youtube.com/watch?v=MV5wggAXoVU,2023-06-01,MV5wggAXoVU,2023-03-31 15:00:25,Frontline
85,86,94.0,Alô Inveja (Ao Vivo Em Brasília),Henrique & Juliano,17,1728046,11.6%,https://www.youtube.com/watch?v=DB6-B_vtwuQ,2023-06-01,DB6-B_vtwuQ,2023-02-04 15:00:10,Frontline
86,87,89.0,Eu Permiti o Vento,Vitória Souza,9,1720412,3.7%,https://www.youtube.com/watch?v=k2UgfvbR6bA,2023-06-01,k2UgfvbR6bA,2021-10-08 15:00:13,Frontline
87,88,60.0,Deus Perdoa,Filipe Ret & Dallass,9,1683123,-26.7%,https://www.youtube.com/watch?v=-23qYBHF_P4,2023-06-01,-23qYBHF_P4,2023-03-21 14:00:08,Frontline
88,89,65.0,Love Absurdo,"Mari Fernandez, MC Ryan SP & Mc Daniel",16,1679818,-21.9%,https://www.youtube.com/watch?v=c-9KKQX4vwA,2023-06-01,c-9KKQX4vwA,2023-02-10 14:00:10,Frontline
89,90,,Deus Está Te Ensinando,Nathália Braga,2,1673511,,https://www.youtube.com/watch?v=Zdz55fPtpxQ,2023-06-01,Zdz55fPtpxQ,2021-06-15 15:00:13,Frontline
90,91,,Uma Ex (Ao Vivo),Murilo Huff & Jorge,1,1661387,,https://www.youtube.com/watch?v=0HlQIFO7Yvo,2023-06-01,0HlQIFO7Yvo,2023-03-31 13:58:12,Frontline
91,92,58.0,Boiadeira E Maloqueiro,"Felipe Melchiori, Giovana Martynns & Gabi Saiury",6,1649918,-32.3%,https://www.youtube.com/watch?v=y-08wsrSG3s,2023-06-01,y-08wsrSG3s,2023-04-12 21:00:22,Frontline
92,93,,Agora Somos Ex,Nenho,26,1646338,,https://www.youtube.com/watch?v=LA-bc9dX4y0,2023-06-01,LA-bc9dX4y0,2022-04-08 13:00:14,Frontline
93,94,,Vem com a Tropa do Tubarão Tu Tu Tu Tu Tubarão,"Dj LK da Escócia, MC Ryan SP & MC Pânico",1,1634787,,https://www.youtube.com/watch?v=6p1DpzTRZHk,2023-06-01,6p1DpzTRZHk,2023-05-19 21:51:11,Frontline
94,95,,"Fazendinha Sessions #3: Som do Interior (feat. Ana Castela, Dj Chris No Beat, João Carreiro, Luan Pereira & US Agroboy)","Ana Castela, Hungria Hip-Hop, Felipe Amorim, Ana Castela & Dj Chris No Beat",6,1579053,,https://www.youtube.com/watch?v=IMn8WL1ZkcQ,2023-06-01,IMn8WL1ZkcQ,2023-04-14 00:01:21,Frontline
95,96,66.0,Nu,Anitta & HITMAKER,2,1576436,-24.9%,https://www.youtube.com/watch?v=4Se0tylmoi8,2023-06-01,4Se0tylmoi8,2023-05-18 15:00:07,Frontline
96,97,,Set Do Manoel,"Mc Lipi , MC Paulin da Capital, MC Marks, Dj GM, MC Luck & MC Bill",2,1569804,,https://www.youtube.com/watch?v=Cn_ltkG_QpA,2023-06-01,Cn_ltkG_QpA,2023-04-20 18:00:11,Frontline
97,98,88.0,Na Contramão (feat. Mc Delux),"DJ Katrip, Dj Darge & Mc Th",2,1561247,-6.3%,https://www.youtube.com/watch?v=eoKBEjbAjYU,2023-06-01,eoKBEjbAjYU,2023-03-15 15:19:25,Frontline
98,99,59.0,Noite Fria,"Mc IG, MC Pipokinha & DJ Glenner",14,1549144,-32.7%,https://www.youtube.com/watch?v=lKNdzn_VL0k,2023-06-01,lKNdzn_VL0k,2023-03-02 22:00:10,Frontline
99,100,,Caminho no Deserto,Soraya Moraes,25,1546978,,https://www.youtube.com/watch?v=AAvjEp7u9tA,2023-06-01,AAvjEp7u9tA,2018-03-09 14:50:18,Catálogo
0,1,1.0,Nosso Quadro,Ana Castela,18,12937248,19.1%,https://www.youtube.com/watch?v=r9GrcxTGNWg,2023-06-08,r9GrcxTGNWg,2023-02-03 14:00:07,Frontline
1,2,2.0,Erro Gostoso (Ao Vivo),Simone Mendes,19,11683637,26%,https://www.youtube.com/watch?v=mr09lDl_Tfk,2023-06-08,mr09lDl_Tfk,2023-01-27 14:00:33,Frontline
2,3,20.0,Tá OK,DENNIS & MC Kevin o Chris,2,10237353,174.7%,https://www.youtube.com/watch?v=aHBW_Nd_z8k,2023-06-08,aHBW_Nd_z8k,2023-05-05 14:00:07,Frontline
3,4,3.0,Seu Brilho Sumiu (Ao Vivo),Israel & Rodolffo & Mari Fernandez,13,9349772,18.2%,https://www.youtube.com/watch?v=bHT5GvYi6io,2023-06-08,bHT5GvYi6io,2023-03-03 15:00:08,Frontline
4,5,5.0,Oi Balde (Ao Vivo),Zé Neto & Cristiano,16,9061492,36.1%,https://www.youtube.com/watch?v=HK7bSTeQw6U,2023-06-08,HK7bSTeQw6U,2023-02-17 15:00:08,Frontline
5,6,4.0,Cartão Black,MC Caverinha & KayBlack,4,6876653,-5.4%,https://www.youtube.com/watch?v=OZgQnRcGZXs,2023-06-08,OZgQnRcGZXs,2023-05-11 15:30:11,Frontline
6,7,11.0,Pitbull Enraivado,Oh Polêmico,7,6615274,33.7%,https://www.youtube.com/watch?v=XzaJWAL2Ks4,2023-06-08,XzaJWAL2Ks4,2023-04-28 21:00:16,Frontline
7,8,8.0,Leão,Marília Mendonça,26,6481944,17.6%,https://www.youtube.com/watch?v=tI55Zu9uZEM,2023-06-08,tI55Zu9uZEM,2022-12-09 12:00:14,Frontline
8,9,9.0,ELA PIROU NA DODGE RAM,Luan Pereira & MC Ryan SP,12,6353493,18.5%,https://www.youtube.com/watch?v=eGpIwanODHw,2023-06-08,eGpIwanODHw,2023-03-17 14:00:10,Frontline
9,10,15.0,A Culpa É Nossa (Ao Vivo),Maiara & Maraisa,25,6107665,35.3%,https://www.youtube.com/watch?v=sOgYk0iXNls,2023-06-08,sOgYk0iXNls,2022-12-16 11:59:41,Frontline
10,11,7.0,Desejo Imortal (It Must Have Been Love) [Ao Vivo],Gusttavo Lima,8,6060276,9.5%,https://www.youtube.com/watch?v=-UUe7g8-E0k,2023-06-08,-UUe7g8-E0k,2023-04-14 14:00:02,Frontline
11,12,10.0,Palhaça (Ao Vivo),Naiara Azevedo & Ana Castela,21,5991322,18.1%,https://www.youtube.com/watch?v=29WR7F4TDUI,2023-06-08,29WR7F4TDUI,2023-01-13 13:00:05,Frontline
12,13,6.0,Me Atraiu (Ao Vivo),Gabriela Rocha,18,5498661,-4%,https://www.youtube.com/watch?v=Z6cONvRUFZQ,2023-06-08,Z6cONvRUFZQ,2023-02-01 20:00:08,Frontline
13,14,17.0,Os Bico Tão Se Perguntando (Let’s Go 3),MC PH,9,5261264,17.2%,https://www.youtube.com/watch?v=uvbKI8Bc9dA,2023-06-08,uvbKI8Bc9dA,2023-04-07 15:00:09,Frontline
14,15,12.0,"Set Dj Boy 3.0 (feat. Mc Kako, MC Hariel, MC Tuto, MC Marks & MC Vine7)","DJ BOY, MC Don Juan & MC Joãozinho VT",5,5157038,7.7%,https://www.youtube.com/watch?v=CWDZF7aJmjE,2023-06-08,CWDZF7aJmjE,2023-05-05 22:00:09,Frontline
15,16,19.0,MINHA CURA,MC Cabelinho,23,4604942,19.9%,https://www.youtube.com/watch?v=har3c93pJe0,2023-06-08,har3c93pJe0,2022-12-21 00:45:08,Frontline
16,17,24.0,085 (Ao Vivo),MC Rogerinho,15,4386395,31.3%,https://www.youtube.com/watch?v=LpHfPPqjUOk,2023-06-08,LpHfPPqjUOk,2023-01-12 15:00:08,Frontline
17,18,23.0,Engana Dizendo Que Ama,"Veigh, Tz da Coronel, Toledo, Bvga Beatz, Supernova Ent & Nagalli",3,4366490,28.3%,https://www.youtube.com/watch?v=4Qta7cMSXc4,2023-06-08,4Qta7cMSXc4,2023-05-19 17:41:34,Frontline
18,19,41.0,Papin,MC Kevin o Chris & MC Caja,8,4309403,53.9%,https://www.youtube.com/watch?v=COhBkRmL2ZM,2023-06-08,COhBkRmL2ZM,2023-04-29 14:00:07,Frontline
19,20,16.0,BEM MELHOR,"MC Cabelinho, Oruam & Palma",5,4261614,-5.6%,https://www.youtube.com/watch?v=kWvFoR-Wf-I,2023-06-08,kWvFoR-Wf-I,2023-05-05 00:30:09,Frontline
20,21,21.0,Não Para,"Belle Kaffer, Ana Castela & Charles New",14,4201185,15.2%,https://www.youtube.com/watch?v=NbOBWn43wGc,2023-06-08,NbOBWn43wGc,2023-03-03 15:00:13,Frontline
21,22,14.0,Conexões de Máfia (feat. Rich the Kid),Matuê,6,4153983,-9.3%,https://www.youtube.com/watch?v=rGHJ0mqean4,2023-06-08,rGHJ0mqean4,2023-05-01 00:00:08,Frontline
22,23,31.0,Novo Balanço,"Veigh, Bvga Beatz, -- & Supernova Ent",3,4132145,33.4%,https://www.youtube.com/watch?v=uGMQbSy_JTM,2023-06-08,uGMQbSy_JTM,2023-05-19 17:41:32,Frontline
23,24,29.0,Pátio do Posto (Ao Vivo),Zé Neto & Cristiano,15,4065145,29.4%,https://www.youtube.com/watch?v=6RTg7ovfaLk,2023-06-08,6RTg7ovfaLk,2023-02-24 15:00:23,Frontline
24,25,22.0,Coração de Gelo,WIU,27,3977706,10.7%,https://www.youtube.com/watch?v=p03BWB5SN4M,2023-06-08,p03BWB5SN4M,2022-12-01 00:13:22,Frontline
25,26,32.0,Lovezinho (Sexy Version) (Remix),Bella DJ,17,3923348,30.4%,https://www.youtube.com/watch?v=,2023-06-08,,,Catálogo
26,27,18.0,Melhor Só,"Kayblack, Marquinho no Beat & Baco Exu do Blues",10,3909839,-3%,https://www.youtube.com/watch?v=0lgAIjua6pA,2023-06-08,0lgAIjua6pA,2023-03-31 22:00:10,Frontline
27,28,13.0,Bokaloka,"DJ BOY, Mc Kako, MC Joãozinho VT, MC Tuto, MC V7, MC Erik, Mc Pê, MC Vine7 & MC Don Juan",31,3827973,-18.3%,https://www.youtube.com/watch?v=BBUdg9S4Ii4,2023-06-08,BBUdg9S4Ii4,2022-10-07 22:00:09,Frontline
28,29,27.0,Ela Voltou de Perna Bamba (feat. MC Pê Original),"Dj Pikeno MPC, MC Guh SR & Markim WF",4,3774442,15.6%,https://www.youtube.com/watch?v=5psNl_M0_jk,2023-06-08,5psNl_M0_jk,2023-05-15 22:00:02,Frontline
29,30,50.0,DONA DE MIM,Ana Castela,24,3660579,43.5%,https://www.youtube.com/watch?v=rUW7ev79fTA,2023-06-08,rUW7ev79fTA,2022-12-23 14:00:09,Frontline
30,31,28.0,Deixa,Maria Marçal,11,3621781,11.9%,https://www.youtube.com/watch?v=93TXfW3MT4o,2023-06-08,93TXfW3MT4o,2023-03-21 14:00:08,Frontline
31,32,26.0,Não Vitalício (Nunca Mais) [Ao Vivo],Matheus & Kauan & Mari Fernandez,18,3618571,10.4%,https://www.youtube.com/watch?v=OO1nHL70qEE,2023-06-08,OO1nHL70qEE,2023-02-03 14:00:09,Frontline
32,33,52.0,Me Bloqueia (Ao Vivo),Zé Neto & Cristiano,12,3564435,40.8%,https://www.youtube.com/watch?v=_I6rcvzXUE0,2023-06-08,_I6rcvzXUE0,2023-03-10 15:00:06,Frontline
33,34,30.0,Traumatizei (Ao Vivo Em Brasília),Henrique & Juliano,18,3507506,12.6%,https://www.youtube.com/watch?v=QxZFjShiXhA,2023-06-08,QxZFjShiXhA,2023-02-03 15:00:07,Frontline
34,35,40.0,Bombonzinho (Ao Vivo),Israel & Rodolffo & Ana Castela,31,3447068,21.6%,https://www.youtube.com/watch?v=t050lriI0_w,2023-06-08,t050lriI0_w,2022-11-04 15:00:11,Frontline
35,36,25.0,Coladin (Minha Deusa),Zé Vaqueiro,27,3436165,3.3%,https://www.youtube.com/watch?v=eihpkV7KSKo,2023-06-08,eihpkV7KSKo,2022-10-28 00:00:08,Frontline
36,37,42.0,Vacilão,"Zé Felipe, Igow & Wesley Safadão",12,3398341,24.5%,https://www.youtube.com/watch?v=Ve6Am4IOX-Q,2023-06-08,Ve6Am4IOX-Q,2023-03-17 15:00:07,Frontline
37,38,33.0,Pega o Guanabara,Wesley Safadão & Alanzim Coreano,34,3393058,15%,https://www.youtube.com/watch?v=uBc1wkTMywM,2023-06-08,uBc1wkTMywM,2022-09-24 15:00:11,Frontline
38,39,39.0,Rancorosa (Ao Vivo),Henrique & Juliano,11,3319189,16.6%,https://www.youtube.com/watch?v=x9XkXqGDo04,2023-06-08,x9XkXqGDo04,2023-03-21 15:00:09,Frontline
39,40,38.0,Love Gostosinho (Ao Vivo),NATTAN & Felipe Amorim,22,3294536,14.6%,https://www.youtube.com/watch?v=6kiJt7WTTM4,2023-06-08,6kiJt7WTTM4,2022-12-29 14:00:04,Frontline
40,41,64.0,Lapada Dela (Ao Vivo),Grupo Menos É Mais & Matheus Fernandes,13,3245795,43.5%,https://www.youtube.com/watch?v=fd3PJfv7SaY,2023-06-08,fd3PJfv7SaY,2023-01-26 14:00:25,Frontline
41,42,54.0,Aquecimento Senta Senta Suave,MC Kevin o Chris & BUARQUE,13,3242928,30.2%,https://www.youtube.com/watch?v=IgegJ52oscs,2023-06-08,IgegJ52oscs,2022-11-04 03:00:05,Frontline
42,43,53.0,Segredo,"KayBlack, Marquinho No Beat & Wall Hein",7,3210846,28.6%,https://www.youtube.com/watch?v=jHZkI2Q-NC8,2023-06-08,jHZkI2Q-NC8,2023-03-31 22:00:07,Frontline
43,44,45.0,Americana Na Vaquejada,Grandão Vaqueiro & NATTAN,10,3182511,20.3%,https://www.youtube.com/watch?v=uSHSess_Tpg,2023-06-08,uSHSess_Tpg,2023-04-07 15:09:51,Frontline
44,45,,Haja Colírio (Ao Vivo) (feat. Hugo & Guilherme),Guilherme & Benuto,45,3141195,,https://www.youtube.com/watch?v=qjxNM9qF3LA,2023-06-08,qjxNM9qF3LA,2022-06-24 15:00:12,Frontline
45,46,75.0,Zona De Perigo,Léo Santana,19,3116116,57.5%,https://www.youtube.com/watch?v=0cnUcoXllMM,2023-06-08,0cnUcoXllMM,2022-12-19 22:21:35,Frontline
46,47,,Roça Em Mim,"Zé Felipe, Ana Castela & Luan Pereira",28,3031768,,https://www.youtube.com/watch?v=5fI3cK7iDeg,2023-06-08,5fI3cK7iDeg,2022-11-18 15:00:10,Frontline
47,48,34.0,Pião de Vida Louca,Japãozin,7,3024677,3.1%,https://www.youtube.com/watch?v=sTuP-cnH9_w,2023-06-08,sTuP-cnH9_w,2023-04-14 15:00:09,Frontline
48,49,61.0,Duas,Nadson O Ferinha,7,2987330,25.9%,https://www.youtube.com/watch?v=,2023-06-08,,,Catálogo
49,50,60.0,Manda um Oi (Ao Vivo),Guilherme & Benuto & Simone Mendes,4,2947953,23.4%,https://www.youtube.com/watch?v=b3NsZtiiwFg,2023-06-08,b3NsZtiiwFg,2023-05-12 14:59:59,Frontline
50,51,56.0,Namorando Ou Não (Ao Vivo) (feat. Luan Santana),Clayton & Romário,11,2775748,14.3%,https://www.youtube.com/watch?v=_aWNQ6ykQHw,2023-06-08,_aWNQ6ykQHw,2023-03-10 13:31:52,Frontline
51,52,,Ia Dar Bom,Pedro Paulo & Alex & Ana Castela,1,2761814,,https://www.youtube.com/watch?v=Mf2ctPSoLO8,2023-06-08,Mf2ctPSoLO8,2023-05-26 13:59:49,Frontline
52,53,48.0,Altas Loucurinhas (Uni Duni Tê) (Ao Vivo),Matheus Fernandes,18,2642254,2.7%,https://www.youtube.com/watch?v=JFf_IKPC6RM,2023-06-08,JFf_IKPC6RM,2023-01-06 14:00:16,Frontline
